id,overall_status,study_type,start_date,enrollment,condition,location_countries,intervention,title,date_processed,sponsors
NCT04681001,Recruiting,Interventional,"December 20, 2020",300,RESPIRATORY VIRAL INFECTION,AUSTRIA,NASAL SPRAY,Clinical Trial to Evaluate the Efficacy of an Iota-Carrageenan Nasal Spray to Reduce Symptoms Caused by SARS-CoV-2 and Other Respiratory Viruses in Healthcare Workers Managing COVID-19 Patients,"February 08, 2021",Marinomed Biotech AG
NCT04485000,Recruiting,Interventional,"April 20, 2020",388,POSTPARTUM DEPRESSION,CANADA,ONLINE 1-DAY COGNITIVE BEHAVIOURAL THERAPY (CBT)-BASED WORKSHOP,Online 1-Day CBT-Based Workshops for Postpartum Depression,"February 08, 2021",McMaster University
NCT04719468,Not yet recruiting,Interventional,"February 1, 2021",160,PARKINSON DISEASE,UNITED KINGDOM,DANCE WITH BALLET ELEMENTS,Efficacy of Ballet Dancing on Motor and Non-motor Symptoms of Parkinson's Disease: a Hybrid Type 2 Effectiveness-implementation Trial,"February 08, 2021",King's College Hospital NHS Trust
NCT04338672,Recruiting,Observational,"April 5, 2020",10000,"EMERGENCY SERVICE, HOSPITAL",ISRAEL,COVID-19 PANDEMIC,The Impact of the Coronavirus Disease 2019 (Covid-19) Outbreak on Emergency Room Attendances of Surgical Patients at a Tertiary Medical Center,"February 08, 2021",Sheba Medical Center
NCT04709835,Not yet recruiting,Interventional,"January 15, 2021",220,COVID,BULGARIA,AT-527,"A Phase II Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Antiviral Activity, Safety, Pharmacokinetics, and Efficacy of RO7496998 (AT-527) in Otherwise Healthy Non-Hospitalized Adult Patients With Mild or Moderate COVID-19","February 08, 2021",Hoffmann-La Roche
NCT04365881,Completed,Observational,"March 31, 2020",10084,"LONELINESS, WORRY, RUMINATION, HEALTH ANXIETY, DEPRESSION, ANXIETY",NORWAY,CROSS-SECTIONAL OBSERVATIONAL STUDY,Loneliness During the Non-pharmacological Epidemiological Interventions for the COVID-19 Pandemic in Norway: Risk Factors and Associations With Psychopathology,"February 08, 2021",Modum Bad
NCT04560205,Recruiting,Interventional,"May 1, 2020",50,SARS-COV INFECTION,PAKISTAN,TOCILIZUMAB,Tocilizumab: A Therapeutic Cache Against the Treatment of Severe Cases of COVID-19,"February 08, 2021",Lahore General Hospital
NCT04424355,Recruiting,Observational,"May 19, 2020",115,CORONAVIRUS INFECTION,RUSSIAN FEDERATION,CHEST MRI,Possibilities of Chest Magnetic Resonance Imaging (MRI) in Diagnostics of COVID-19. The Use of MRI to Assess Lung Damage in Patients With Coronavirus Infection,"February 08, 2021",Research and Practical Clinical Center for Diagnostics and Telemedicine Technologies of the Moscow Health Care Department
NCT04611269,Completed,Observational [Patient Registry],"March 20, 2020",950,RESPIRATORY FAILURE,ARGENTINA,,"Clinical Characteristics and Outcomes of Patients With COVID-19 on Mechanical Ventilation in Argentina: a Prospective, Multicenter Cohort Study","February 08, 2021",Argentinian Intensive Care Society
NCT04551755,Not yet recruiting,Interventional,September 2020,188,COVID,,IVERMECTIN AND DOXYCYCLINE,The Safety and Efficacy Outcome of Ivermectin Plus Doxycycline in Treatment of RT-PCR Positive Adult Mild Covid-19 Cases: a Randomized Double Blind Placebo Controlled Trial,"February 08, 2021",Bangladesh Medical Research Council (BMRC)
NCT04264533,Terminated,Interventional,"February 14, 2020",56,VITAMIN C,CHINA,VC,Vitamin C Infusion for the Treatment of Severe 2019-nCoV Infected Pneumonia: a Prospective Randomized Clinical Trial,"February 08, 2021",ZhiYong Peng
NCT04043364,Recruiting,Interventional,"August 1, 2019",312,DEMENTIA,NORWAY,LIVE,"LIVE@Home.Path: a Mixed Method, Stepped Wedge and Randomized Controlled Trial Innovating the Clinical Pathway for Home-dwelling Persons With Dementia and Their Families","February 08, 2021",University of Bergen
NCT04640428,Recruiting,Observational,"May 26, 2020",1000,COVID,UNITED KINGDOM,,COVID-19 Stroke Apical Lung Examination Study - A Multi-centre Prospective Study,"February 08, 2021",King's College Hospital NHS Trust
NCT04668235,Not yet recruiting,Interventional,December 2020,342,COVID,BRAZIL,AZVUDINE,"Evaluation of Safety and Clinical Efficacy of AZVUDINE in COVID-19 Patients (SARS-CoV-2 Infected): Phase III, Randomized, Double-blind, PLACEBO Controlled Trial","February 08, 2021",HRH Holdngs Limited
NCT04362059,Recruiting,Interventional,"June 18, 2020",24,RESPIRATORY INFECTIONS,UNITED KINGDOM,COVSURF DRUG DELIVERY SYSTEM,A Clinical Trial of Nebulized Surfactant for the Treatment of Moderate to Severe COVID-19,"February 08, 2021",University Hospital Southampton NHS Foundation Trust
NCT04575597,Recruiting,Interventional,"October 19, 2020",1450,CORONAVIRUS DISEASE (COVID),BRAZIL,MOLNUPIRAVIR,"A Phase 2/3, Randomized, Placebo-Controlled, Double-Blind Clinical Study to Evaluate the Efficacy, Safety, and Pharmacokinetics of MK-4482 in Non-Hospitalized Adults With COVID-19.","February 08, 2021",Merck Sharp & Dohme Corp.
NCT04685603,Recruiting,Interventional,"December 7, 2020",27,COVID,INDONESIA,AV-COVID-19,"Adaptive Phase I Clinical Trial of Preventive Vaccine Consisting of Autologous Dendritic Cells Previously Incubated With S-protein From SARS-CoV-2, in Subjects Negative for COVID-19 Infection and Anti-SARS-CoV-2 Antibodies","February 08, 2021",Indonesia-MoH
NCT04703452,Recruiting,Observational,"January 19, 2021",100,COVID,BELGIUM,INDICATORS OF CENTRAL SENSITISATION,Central Sensitisation in Post Covid-19 Infection Patients: a Cross-sectional Study,"February 08, 2021",Universitair Ziekenhuis Brussel
NCT04401085,Completed,Observational,"April 23, 2020",27000,COVID,CZECHIA,SARS-COV-2 DIAGNOSTIC RAPID TEST,Herd Immunity Study SARS-CoV-2-CZ-Preval,"February 08, 2021",Institute of Health Information and Statistics of the Czech Republic
NCT04324190,Recruiting,Interventional,"April 8, 2020",600,COVID,GERMANY,GUIDED ONLINE SUPPORT PROGRAM,Online Support for Psychosocial Stress in the Context of the COVID-19 Pandemic,"February 08, 2021",Gunther Meinlschmidt
NCT04435184,Completed,Interventional,"July 9, 2020",50,COVID,UNITED STATES,CRIZANLIZUMAB,Crizanlizumab for Treating COVID-19 Vasculopathy,"February 08, 2021",Johns Hopkins University
NCT04701606,Not yet recruiting,Interventional,"February 15, 2021",402,COVID,PHILIPPINES,ARTECOM® (PYRONARIDINE-ARTESUNATE),"A Multi-center, Randomized, Double-blind, Placebo-controlled Phase 2/3 Clinical Trial to Evaluate the Safety and Efficacy of Pyronaridine-artesunate (Artecom®) in COVID-19 Patients","February 08, 2021",Shin Poong Pharmaceutical Co. Ltd.
NCT04303507,Recruiting,Interventional,"April 29, 2020",40000,COVID,INDONESIA,CHLOROQUINE OR HYDROXYCHLOROQUINE,"Chloroquine/ Hydroxychloroquine Prevention of Coronavirus Disease (COVID-19) in the Healthcare Setting; a Randomised, Placebo-controlled Prophylaxis Study (COPCOV)","February 08, 2021",University of Oxford
NCT04292327,"Active, not recruiting",Observational,"January 1, 2020",400,PNEUMONIA CAUSED BY HUMAN CORONAVIRUS,CHINA,,Clinical Progressive Characteristics and Treatment Effects of 2019-novel Coronavirus(2019-nCoV),"February 08, 2021",Fujian Provincial Hospital
NCT04434417,Recruiting,Observational,"April 15, 2020",1000,COVID,ITALY,2019-NCOV IGG/IGM RAPID TEST CASSETTE,"Clinical Validation of a Simple and Fast Immunochromatographic Assay for Qualitative Determination of Specific ImmunoGLObulin IgG/IgM Antibodies to 2019- nCoV in Whole bLood, Serum or Plasma Specimen","February 08, 2021",European Institute of Oncology
NCT04503447,Completed,Observational,"August 1, 2020",330,COVID,BELGIUM,,Severe Acute Respiratory Syndrome Coronavirus (CoV) 2 (SARS-CoV-2) Seroprevalence Study in Institute of Tropical Medicine (ITM) Staff,"February 08, 2021","Institute of Tropical Medicine, Belgium"
NCT04341584,Completed,Interventional,"April 8, 2020",161,CORONAVIRUS INFECTION,FRANCE,ANAKINRA,"CORIMUNO-ANA: Trial Evaluating Efficacy Of Anakinra In Patients With Covid-19 Infection, Nested In The CORIMUNO-19","February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04380792,Completed,Observational,"April 13, 2020",2497,COVID,SPAIN,,Prevalence of DVT or PE in Patients Infected With COVID-19 Admitted to Hospital (SCREENING Study),"February 08, 2021",Manuel Monreal
NCT04690413,Enrolling by invitation,Interventional,"September 1, 2020",60,COVID,UNITED STATES,NOWDX COVID-19 TEST,NOWDx Test for the Detection of Antibodies to COVID-19,"February 08, 2021","NOWDiagnostics, Inc."
NCT04470531,Recruiting,Interventional,"July 12, 2020",94,COVID,BANGLADESH,ORAL CO-TRIMOXAZOLE,Role of Co-trimoxazole in Severe COVID-19 Patients,"February 08, 2021","Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh"
NCT04698798,Recruiting,Interventional,January 2021,16,CACHEXIA,BELGIUM,MUSCLE BIOPSY,Skeletal Muscle Wasting in SARS-CoV-2 Infected ICU (Intensive Care Unit) Patients,"February 08, 2021",Hasselt University
NCT04169542,Recruiting,Observational,"May 21, 2019",600,BREAST DUCTAL CARCINOMA IN SITU,UNITED STATES,QUESTIONNAIRE ADMINISTRATION,"Potential Impact of the COVID -19 Pandemic on Financial Toxicity in Breast Cancer Surgical Patients: The Impact on Out of Pocket Costs, Lost Wages and Economic Strain","February 08, 2021",M.D. Anderson Cancer Center
NCT04372602,Recruiting,Interventional,"October 12, 2020",28,COVID,UNITED STATES,DUVELISIB,A Pilot Study of Duvelisib to Combat COVID-19,"February 08, 2021",Washington University School of Medicine
NCT04665258,Recruiting,Observational,"December 14, 2020",60,"INFERTILITY, MALE",UNITED STATES,,Corona Virus Disease 19 (COVID-19) Vaccine and Impact on Fertility Study,"February 08, 2021",University of Miami
NCT04532112,Recruiting,Interventional,"December 7, 2020",150,PROTECTIVE DEVICE (PHYSICAL OBJECT),UNITED STATES,BIOCONTAINMENT DEVICE FOR AEROSOL GENERATING PROCEDURES (BIOBOX),Biocontainment Device With Aerosol Clearance for Aerosol Generating Procedures,"February 08, 2021",University of Pennsylvania
NCT04385069,Recruiting,Observational,"April 16, 2020",500,COV-HI,UNITED KINGDOM,,COVID-19 Hyperinflammation Syndrome (COV-HI): Protocol for a Rapidly Executed Cohort Study,"February 08, 2021","University College, London"
NCT04353284,Recruiting,Interventional,"June 19, 2020",114,COVID,UNITED STATES,CAMOSTAT MESILATE,"The Effect of Camostat Mesylate on COVID-19 Infection in Ambulatory Patients: An Investigator-Initiated Randomized, Placebo-Controlled, Phase IIa Trial","February 08, 2021",Yale University
NCT04331834,Suspended,Interventional,"April 3, 2020",440,COVID,SPAIN,HYDROXYCHLOROQUINE,"Pre-Exposure Prophylaxis With Hydroxychloroquine for High-Risk Healthcare Workers During the COVID-19 Pandemic: A Multicentre, Double-Blinded Randomized Controlled Trial","February 08, 2021",Barcelona Institute for Global Health
NCT04564287,Enrolling by invitation,Observational,"October 28, 2020",100,COVID,UNITED STATES,,An Observational Study of Neurologic Function After COVID-19 Infection,"February 08, 2021",National Institute of Neurological Disorders and Stroke (NINDS)
NCT04454307,Not yet recruiting,Interventional,July 2020,100,COVID,,TRAMADOL,Safety and Efficacy of Tramadol Adjuvant Therapy to Standard Care for COVID-19 Egyptian Patients: A Randomized Double Blind Controlled Clinical Trial,"February 08, 2021",Tanta University
NCT04647669,Not yet recruiting,Interventional,"February 1, 2021",100,COVID,JAMAICA,REMDESIVIR,"WHO Public Health Emergency ""Solidarity"" Clinical Trial for COVID-19 Treatments","February 08, 2021",The University of The West Indies
NCT04728698,Not yet recruiting,Interventional,March 2021,100,COVID,UNITED STATES,COVI-MSC,Treatment of COVID-19-Induced Acute Respiratory Distress: A Phase 2 Study of Intravenous Administration of Allogeneic Adipose-Derived Mesenchymal Stem Cells,"February 08, 2021","Sorrento Therapeutics, Inc."
NCT04453748,Enrolling by invitation,Observational [Patient Registry],"June 8, 2020",200,COVID,POLAND,COMPLEX DIAGNOSTIC PANEL,"The Assessment of the Prevalence, Clinical Course and Treatment of COVID-19 Complications","February 08, 2021",Silesian Centre for Heart Diseases
NCT04659200,Completed,Observational,"September 1, 2020",20,COVID INFECTION,TURKEY,VENOUS BLOOD WAS COLLECTED FOR BIOCHEMISTRY TESTING.,"Thyroid Function Tests and the Status of Thyroid Autoantibodies in Hospitalized Covid-19 Patients and Their Relationship With White Blood Cells, Neutrophil / Lymphocyte Ratio, c Reactive Protein, Fibrinogen, Procalcitonin, Ferritin and D-dimer","February 08, 2021",Bezmialem Vakif University
NCT04410510,Recruiting,Interventional,"September 30, 2020",100,COVID,COLOMBIA,P2ET (CAESALPINIA SPINOSA EXTRACT),"Study of the P2Et Extract Obtained From Caesalpinia Spinosa in the Symptomatic Treatment of Subjects With COVID-19 at the Hospital Universitario San Ignacio, Colombia.","February 08, 2021",Hospital Universitario San Ignacio
NCT04586114,"Active, not recruiting",Observational,"March 1, 2020",200,ACUTE RESPIRATORY DISTRESS SYNDROME SECONDARY TO COVID,FRANCE,CORTICOSTEROIDS AND DERIVATIVES,Effect of Early Corticosteroid Therapy on Mortality in Patient With Acute Respiratory Distress Syndrome Secondary to Covid-19,"February 08, 2021","Central Hospital, Nancy, France"
NCT04354870,Completed,Interventional,"April 3, 2020",130,COVID,UNITED STATES,HYDROXYCHLOROQUINE (HCQ),Off Label Study to Evaluate the Efficacy of HCQ for Pre-exposure Prophylaxis (PrEP) to Prevent Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection Among Health Care Workers (HCWs) Who Are at High Risk of Occupational Exposure to SARS-CoV-2,"February 08, 2021",NYU Langone Health
NCT04353141,Recruiting,Observational,"April 28, 2020",1850,COVID,BELGIUM,STANDARDIZED LUNG ULTRASOUND (LUS) EXAMINATION,A Prospective International Lung UltraSound Analysis (ILUSA) Study in Tertiary Maternity Wards During the SARS-CoV-2 Pandemic,"February 08, 2021",KU Leuven
NCT04671602,Recruiting,Observational,"August 19, 2020",500,HYPERTENSION IN PREGNANCY,IRELAND,,Implementing LEANBH Ambulatory Integrated Blood Pressure Monitoring in Maternity Services,"February 08, 2021",University College Cork
NCT04536350,Not yet recruiting,Interventional,January 2021,80,COVID,SWITZERLAND,AVIPTADIL 67ΜG,"Inhaled Aviptadil for the Prevention of COVID-19 Related ARDS: a Randomized, Placebo Controlled, Multicenter Trial","February 08, 2021",Prof. Dr. Jörg Leuppi
NCT04525716,Recruiting,Observational,"March 1, 2020",2000,COVID,SWEDEN,COVID-19 INFECTION STATUS,"How Does Covid-19 Affect Patient Outcome Following Surgery? A Hospital Based Cohort in Stockholm, Sweden","February 08, 2021",Karolinska Institutet
NCT04614948,Recruiting,Interventional,"November 12, 2020",30000,PARTICIPANTS WITH OR WITHOUT STABLE CO-MORBIDITIES ASSOCIATED WITH PROGRESSION TO SEVERE COVID,BELGIUM,AD26.COV2.S,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study to Assess the Efficacy and Safety of Ad26.COV2.S for the Prevention of SARS-CoV-2-mediated COVID-19 in Adults Aged 18 Years and Older","February 08, 2021",Janssen Vaccines & Prevention B.V.
NCT04480424,Recruiting,Interventional,"September 17, 2020",100,COVID,UNITED STATES,GAMUNEX-C,"A Multicenter, Randomized, Open-label Parallel Group Pilot Study to Evaluate Safety and Efficacy of High Dose Intravenous Immune Globulin (IVIG) Plus Standard Medical Treatment (SMT) Versus SMT Alone in Subjects With COVID-19 Requiring Admission to the Intensive Care Unit","February 08, 2021",Grifols Therapeutics LLC
NCT04516811,Recruiting,Interventional,"September 21, 2020",600,COVID,SOUTH AFRICA,COVID-19 CONVALESCENT PLASMA (CCP) PLUS STANDARD OF CARE (SOC),"A Prospective, Randomized, Placebo-controlled, Double-blinded, Phase III Clinical Trial of the Therapeutic Use of Convalescent Plasma in the Treatment of Patients With Moderate to Severe COVID-19","February 08, 2021",South African National Blood Service
NCT04455360,Recruiting,Interventional,"October 1, 2020",26,POST TRAUMATIC STRESS DISORDER,UNITED KINGDOM,EYE MOVEMENT DESENSITISATION AND REPROCESSING RECENT TRAUMATIC EVENT PROTOCOL,EMERALD: Can a Virtual Eye Movement Desensitisation and Reprocessing Intervention Improve Psychological Outcome Following Covid-19 Related Critical Illness: A Feasibility Trial,"February 08, 2021",University Hospital Southampton NHS Foundation Trust
NCT04734561,Not yet recruiting,Interventional,"February 8, 2021",88,COVID,,INSPIRATORY MUSCLE TRAINING GROUP,"Effects of Respiratory Muscle Training on Quality of Life, Physical and Pulmonary Function and Psychological Status in Patients Who Have Had COVID-19 Disease","February 08, 2021",Universidad Complutense de Madrid
NCT04352985,Available,Expanded Access,,,SEPTIC SHOCK,UNITED STATES,TORAYMYXIN PMX-20R (PMX CARTRIDGE),Evaluating the Use of Polymyxin B Cartridge Hemoperfusion for Patients With Septic Shock and COVID 19,"February 08, 2021",Spectral Diagnostics (US) Inc.
NCT04374058,"Active, not recruiting",Observational,"March 20, 2020",50,END STAGE RENAL DISEASE,ARGENTINA,LESS-FREQUENCY HEMODIALYSIS,Reduced Frequency Hemodialysis in Prevalent Patients Due to the Coronavirus Disease,"February 08, 2021",Dialisis Madariaga
NCT04487639,Recruiting,Interventional,"July 10, 2020",250,SPERM PRESERVATION IN ONCOLOGICAL PATIENTS,FRANCE,"SARS-COV-2 RESEARCH IN NASOPHARYNGEAL SWAB, SPERM AND SEROLOGICS",Presence of SARS-CoV-2 in Semen: Impact on Fertility Preservation in Male Oncological Patients During the COVID-19 Pandemic ?,"February 08, 2021","University Hospital, Clermont-Ferrand"
NCT04353596,Recruiting,Interventional,"April 15, 2020",208,SARS-COV2,AUSTRIA,"ACE INHIBITOR, ANGIOTENSIN RECEPTOR BLOCKER",Stopping ACE-inhibitors in COVID-19: A Randomized Controlled Trial,"February 08, 2021",Medical University Innsbruck
NCT04355715,Completed,Observational,"April 1, 2019",200,COVID,FRANCE,,Evaluation of a COVID-19 Screening Strategy Combining Chest Low Dose CT and RT-PCR Test for Patients Admitted for Surgical or Interventional Procedures During the COVID 19 Outbreak,"February 08, 2021","University Hospital, Montpellier"
NCT04677478,Not yet recruiting,Observational,December 2020,20,TUBERCULOSIS,,IMPACT OF RESPIRATORY ISOLATION ON QUALITY OF LIFE,Impact of the Respiratory Isolation on the Quality of Life in Patients Hospitalized for Tuberculosis or COVID-19,"February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04355793,Available,Expanded Access,,,COVID,,RUXOLITINIB,An Open-Label Expanded Access Program of Ruxolitinib for the Emergency Treatment of Cytokine Storm From COVID-19 Infection,"February 08, 2021",Incyte Corporation
NCT04698044,Completed,Observational,"May 8, 2020",1107,ANXIETY,TURKEY,HOSPITAL ANXIETY DEPRESSION SCALE,Anxiety and Depression Perceived by Individuals With and Without Cancer During the COVID-19 Pandemic Period: A Population-based Comparative Study,"February 08, 2021","Sultan Abdulhamid Han Training and Research Hospital, Istanbul, Turkey"
NCT04636294,"Active, not recruiting",Observational,"August 1, 2020",30000,COVID,BELGIUM,SARS-COV-2 PCR,Follow-up of Patients With a Borderline COVID-19 PCR Test Result,"February 08, 2021",Jessa Hospital
NCT04714164,Not yet recruiting,Interventional,February 2021,20,MAJOR DEPRESSIVE DISORDER,,GROUP COGNITIVE BEHAVIORAL THERAPY,Feasibility of Delivering Group Cognitive Behavioral Therapy for Older Adults With Depression and Anxiety by Telehealth,"February 08, 2021",Nova Scotia Health Authority
NCT04625465,Recruiting,Interventional,"November 12, 2020",480,ALCOHOL CONSUMPTION,UNITED STATES,CBT TEXT MESSAGING,Proximal Effects of Alcohol on Same-Sex Intimate Partner Violence,"February 08, 2021",Georgia State University
NCT04445493,Not yet recruiting,Observational,"October 1, 2020",250,"STROKE, ACUTE",,MINDRHYTHM HARMONY,EPISODE-PS-COVID: hEad Pulse for Ischemic StrOke DEtection Prehospital Study During the COVID-19 Pandemic,"February 08, 2021","MindRhythm, Inc."
NCT04409899,"Active, not recruiting",Observational,"March 20, 2020",300,COVID,SPAIN,BLOOD TESTS,The Utility of Enhanced Pre- and Post-surgical Protocols to Prevent the Spread of COVID-19 in a Large Urological Department (UroCovid Study),"February 08, 2021",Fundacio Puigvert
NCT04467047,Not yet recruiting,Interventional,"July 25, 2020",10,COVID,,MESENCHYMAL STROMAL CELLS INFUSION,Safety and Feasibility of Allogenic Mesenchymal Stromal Cells in the Treatment of COVID-19,"February 08, 2021",Hospital de Clinicas de Porto Alegre
NCT04568889,Not yet recruiting,Interventional,"September 28, 2020",1000,COVID,,A $10 SURVEY INCENTIVE,Minnesota COVID-19 Testing Project,"February 08, 2021",Harvard University
NCT04600999,Recruiting,Interventional,"October 7, 2020",150,SARS-COV2 INFECTION,HUNGARY,FAVIPIRAVIR,An Investigation of the Efficacy and Safety of Favipiravir in COVID-19 Patients With Mild Pneumonia - An Open-label Randomized Controlled Study -,"February 08, 2021",University of Pecs
NCT04328961,Completed,Interventional,"March 31, 2020",829,COVID,UNITED STATES,HYDROXYCHLOROQUINE SULFATE,"Efficacy of Hydroxychloroquine for Post-exposure Prophylaxis (PEP) to Prevent Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection Among Adults Exposed to Coronavirus Disease (COVID-19): a Blinded, Randomized Study","February 08, 2021",University of Washington
NCT04561180,Not yet recruiting,Interventional,December 2020,96,PNEUMONIA AS ONE OF THE LUNG COMPLICATIONS CAUSED BY SARS-COV2 INFECTION,,EG-HPCP-03A,"A Phase 2, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of EG-HPCP-03a Compared to Dexamethasone in Patients With Moderate/Severe (Non-intubated, Non-mechanical Ventilation) COVID-19 Pneumonia","February 08, 2021","Evergreen Therapeutics, Inc."
NCT04502342,Enrolling by invitation,Interventional,"June 1, 2020",30,COVID,GUINEA,HYDROXYCLOROQUINE AND AZYTHROMYCINE,Évaluationefficacité et tolérance d'Une médication à Base de Cosphérunate et d'un phytomédicament Antiviral Par Voie Orale en Comparaison Avec un Traitement à Base d'Hydroxychloroquine Chez Des Adultes Malades Covid-19 Sans Complications,"February 08, 2021",Institute for Research and Development of Medicinal and Food Plants of Guinea
NCT04603092,Not yet recruiting,Interventional,"April 1, 2021",1000,HEALTH LITERACY,,DIGITAL HEALTH LITERACY INTERVENTION,Digital Health Literacy Intervention by Community Health Workers for Corona Preventive Behaviors for Disadvantaged Women at Primary Level,"February 08, 2021","Forman Christian College, Pakistan"
NCT04274621,Completed,Observational,"February 14, 2020",572,NON-CONTACT INFRARED THERMOMETER; RAPID SCREENING,CHINA,,"The Application Value of Non-contact Infrared Thermometers in Temperature Screening in the General Population: a Real-world, Prospective, Observational Study","February 08, 2021",Ningbo No. 1 Hospital
NCT04581018,Recruiting,Interventional,"August 13, 2020",50,COVID,HONG KONG,HEALTH SUPPLEMENTS,An Evaluation of a Synbiotic Formula for Symptom Improvement in Hospitalised Patients With COVID-19 Infection,"February 08, 2021",Siew Chien NG
NCT04396314,Not yet recruiting,Interventional,"February 1, 2021",54,POSTTRAUMATIC STRESS DISORDER,,BASIC BODY AWARENESS THERAPY,"Effectiveness of Basic Body Awareness Therapy in Survivors of Covid-19, Health Workers and Women Suffering From Gender-based Violence Regarding Post-traumatic Stress Disorders: A Randomized Clinical Trial","February 08, 2021",Universitat de Lleida
NCT04432870,Enrolling by invitation,Observational,"June 9, 2020",200,COLON CANCER,UNITED STATES,,Patients' Preferences About Rescheduling Colonoscopies Delayed Due to COVID-19: Cross Sectional Study,"February 08, 2021",Massachusetts General Hospital
NCT04410835,Recruiting,Observational,"April 28, 2020",1000,CORONAVIRUS INFECTION,AUSTRIA,ONLINE SURVEY,Psychological Impact and Effect of the Corona Virus (SARS-CoV-2) and COVID-19 Pandemic in Individuals With Psychiatric Disorders - an Online Survey,"February 08, 2021",Medical University of Graz
NCT04570982,Recruiting,Observational,"July 30, 2020",200,COVID,NEPAL,CONVALESCENT PLASMA,Compassionate Use of Remdesivir and Convalescent Plasma Therapy for Treatment of COVID-19 Infection in Nepal : A Prospective Observational Study (Amended Protocol),"February 08, 2021","Dr. Pradip Gyanwali,MD"
NCT04536935,Enrolling by invitation,Interventional,January 2021,2000,DEPRESSION,UNITED STATES,MOBILE MENTAL HEALTH APP - 1,"Acceptability, Usability and Effectiveness of Mental Health Apps for Suicide Prevention in Essential Workers and the Unemployed During SARS-CoV-2","February 08, 2021",University of Washington
NCT04432792,Not yet recruiting,Interventional,November 2020,700,ABORTION EARLY,UNITED STATES,TELEHEALTH CONSULTATION,The California Home Abortion by Telehealth (CHAT) Study,"February 08, 2021","University of California, San Francisco"
NCT04549831,Recruiting,Observational,"April 8, 2020",2000,COVID,ITALY,MASSIVE PARALLEL SEQUENCING OF HOST GENOME,Identification of the Genetic Bases Determining COVID-19 Clinical Variability in the Italian Population,"February 08, 2021",University of Siena
NCT04351347,Recruiting,Interventional,"June 16, 2020",300,COVID,EGYPT,IVERMECTIN,Clinical Study Evaluating the Efficacy of Ivermectin and Nitazoxanide in COVID-19 Treatment,"February 08, 2021",Tanta University
NCT04343976,Enrolling by invitation,Interventional,"June 22, 2020",20,COVID,UNITED STATES,PEGYLATED INTERFERON LAMBDA,A Randomized Controlled Trial to Evaluate the Safety and Efficacy of Pegylated Interferon Lambda vs. Placebo in Subjects Infected With COVID-19,"February 08, 2021",Raymond Chung
NCT04397900,Recruiting,Observational,"April 9, 2020",80,IDENTIFY THE VIRAL EPITOPES OF MEMORY CD8 T CELLS FROM INDIVIDUALS THAT HAVE RECOVERED FROM SARS-COV2 INFECTION,UNITED STATES,,A Blood Collection Study From Volunteers Who Have Recovered From COVID-19 Infection to Identify Immunogenic Viral Epitopes in SARS-CoV-2,"February 08, 2021","TScan Therapeutics, Inc."
NCT04517396,Enrolling by invitation,Interventional,"August 18, 2020",700,COVID,UNITED STATES,FENOFIBRATE/FENOFIBRIC ACID,FEnofibRate as a Metabolic INtervention for Coronavirus Disease 2019,"February 08, 2021",University of Pennsylvania
NCT04373005,"Active, not recruiting",Observational,"May 11, 2020",1000,COVID,CANADA,NASOPHARYNGEAL (NP) SWAB,A Research Platform to Screen Patients in Oncology and Assess Impact - RESPONSE,"February 08, 2021","University Health Network, Toronto"
NCT04388514,Recruiting,Interventional,"April 8, 2020",90,SARS-COV2 RESPIRATORY FAILURE,ITALY,MEDICAL OZONE PROCEDURE,Blood Ozonization in Patients With SARS-CoV-2 Respiratory Failure,"February 08, 2021",Azienda Sanitaria-Universitaria Integrata di Udine
NCT04384042,Not yet recruiting,Observational,May 2020,60,SARS-COV INFECTION,MALAYSIA,PATIENT-REPORTED ONLINE QUESTIONNAIRE ON OLFACTORY & TASTE DISTURBANCES,Olfactory and Gustatory Disturbances as a Clinical Presentation of Coronavirus Disease 2019 (COVID-19) Infection in Malaysia - A Nationwide Multicentre Case-Control Study,"February 08, 2021",Hospital Sultanah Bahiyah
NCT04354779,Completed,Observational,"May 11, 2020",3301,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,AUSTRIA,A SPECIFICALLY DESIGNED SELF-ADMINISTERED QUESTIONNAIRE,Antikörperseroprävalenz Und Hintergrundinfektionsrate Von SARS-CoV-2 in Einem österreichischen Schlüsselkollektiv an Arbeitnehmer*Innen,"February 08, 2021",AUVA
NCT04598620,Recruiting,Observational,"September 19, 2020",50,COVID,DENMARK,,Non-invasive Prognostication of COVID-19 Patients by Use of Biomarkers in Exhaled Breath Condensate,"February 08, 2021",Inger Lise Gade
